Case ID,Activity,User ID,Start Time,End Time
log copy.json,{5: 10},log copy.json,2022-12-18 15:48:03.977337,2022-12-18 15:48:03.977345
log copy.json,{5: 10},log copy.json,2022-12-18 15:48:03.991053,2022-12-18 15:48:03.991058
log copy.json,{5: 10},log copy.json,2022-12-18 15:48:04.004734,2022-12-18 15:48:04.004740
log copy.json,"{2: 2, 5: 8}",log copy.json,2022-12-18 15:48:04.016462,2022-12-18 15:48:04.016468
log copy.json,"{2: 2, 5: 8}",log copy.json,2022-12-18 15:48:04.027592,2022-12-18 15:48:04.027597
log copy.json,"{2: 3, 5: 7}",log copy.json,2022-12-18 15:48:04.038385,2022-12-18 15:48:04.038390
log copy.json,"{2: 3, 5: 7}",log copy.json,2022-12-18 15:48:04.049000,2022-12-18 15:48:04.049007
log copy.json,"{2: 3, 5: 7}",log copy.json,2022-12-18 15:48:04.059398,2022-12-18 15:48:04.059403
log copy.json,"{2: 3, 5: 7}",log copy.json,2022-12-18 15:48:04.069620,2022-12-18 15:48:04.069626
log copy.json,"{2: 3, 5: 7}",log copy.json,2022-12-18 15:48:04.079775,2022-12-18 15:48:04.079780
log copy.json,"{2: 3, 5: 7}",log copy.json,2022-12-18 15:48:04.090469,2022-12-18 15:48:04.090475
log copy.json,"{2: 3, 5: 7}",log copy.json,2022-12-18 15:48:04.100279,2022-12-18 15:48:04.100285
log copy.json,"{2: 3, 5: 7}",log copy.json,2022-12-18 15:48:04.109765,2022-12-18 15:48:04.109771
log copy.json,"{2: 5, 5: 5}",log copy.json,2022-12-18 15:48:04.120029,2022-12-18 15:48:04.120034
log copy.json,"{2: 5, 5: 5}",log copy.json,2022-12-18 15:48:04.130660,2022-12-18 15:48:04.130666
log copy.json,"{2: 5, 5: 5}",log copy.json,2022-12-18 15:48:04.141694,2022-12-18 15:48:04.141699
log copy.json,"{2: 6, 5: 3, 1: 1}",log copy.json,2022-12-18 15:48:04.151554,2022-12-18 15:48:04.151560
log copy.json,"{2: 6, 5: 3, 1: 1}",log copy.json,2022-12-18 15:48:04.162913,2022-12-18 15:48:04.162919
log copy.json,"{2: 7, 5: 2, 1: 1}",log copy.json,2022-12-18 15:48:04.175261,2022-12-18 15:48:04.175267
log copy.json,"{2: 7, 5: 2, 1: 1}",log copy.json,2022-12-18 15:48:04.185311,2022-12-18 15:48:04.185317
log copy.json,"{2: 7, 5: 2, 1: 1}",log copy.json,2022-12-18 15:48:04.195829,2022-12-18 15:48:04.195835
log copy.json,"{2: 7, 1: 1, 5: 2}",log copy.json,2022-12-18 15:48:04.206747,2022-12-18 15:48:04.206753
log copy.json,"{2: 7, 1: 1, 5: 2}",log copy.json,2022-12-18 15:48:04.216368,2022-12-18 15:48:04.216374
log copy.json,"{2: 7, 1: 1, 5: 2}",log copy.json,2022-12-18 15:48:04.225268,2022-12-18 15:48:04.225274
log copy.json,"{2: 7, 1: 1, 5: 2}",log copy.json,2022-12-18 15:48:04.235660,2022-12-18 15:48:04.235666
log copy.json,"{2: 7, 1: 1, 5: 2}",log copy.json,2022-12-18 15:48:04.245124,2022-12-18 15:48:04.245130
log copy.json,"{2: 7, 1: 1, 5: 2}",log copy.json,2022-12-18 15:48:04.256088,2022-12-18 15:48:04.256097
log copy.json,"{2: 7, 1: 1, 5: 2}",log copy.json,2022-12-18 15:48:04.265736,2022-12-18 15:48:04.265742
log copy.json,"{2: 8, 1: 1, 5: 1}",log copy.json,2022-12-18 15:48:04.276136,2022-12-18 15:48:04.276142
log copy.json,"{2: 8, 1: 1, 5: 1}",log copy.json,2022-12-18 15:48:04.288081,2022-12-18 15:48:04.288087
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.300336,2022-12-18 15:48:04.300343
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.311961,2022-12-18 15:48:04.311967
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.323612,2022-12-18 15:48:04.323617
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.334752,2022-12-18 15:48:04.334758
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.345988,2022-12-18 15:48:04.345993
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.357155,2022-12-18 15:48:04.357160
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.368687,2022-12-18 15:48:04.368693
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.382653,2022-12-18 15:48:04.382659
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.394427,2022-12-18 15:48:04.394432
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.405163,2022-12-18 15:48:04.405169
log copy.json,"{2: 7, 1: 2, 5: 1}",log copy.json,2022-12-18 15:48:04.414681,2022-12-18 15:48:04.414686
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.423923,2022-12-18 15:48:04.423929
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.433339,2022-12-18 15:48:04.433346
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.442343,2022-12-18 15:48:04.442348
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.452997,2022-12-18 15:48:04.453099
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.462662,2022-12-18 15:48:04.462668
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.472601,2022-12-18 15:48:04.472606
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.482910,2022-12-18 15:48:04.482915
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.492407,2022-12-18 15:48:04.492413
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.502528,2022-12-18 15:48:04.502534
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.512118,2022-12-18 15:48:04.512124
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.521692,2022-12-18 15:48:04.521698
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.532256,2022-12-18 15:48:04.532261
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.542347,2022-12-18 15:48:04.542352
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.553691,2022-12-18 15:48:04.553698
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.567103,2022-12-18 15:48:04.567110
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.579088,2022-12-18 15:48:04.579095
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.593749,2022-12-18 15:48:04.593755
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.607025,2022-12-18 15:48:04.607031
log copy.json,"{2: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.619387,2022-12-18 15:48:04.619393
log copy.json,"{2: 7, 1: 2, 0: 1}",log copy.json,2022-12-18 15:48:04.632310,2022-12-18 15:48:04.632317
log copy.json,"{2: 7, 1: 2, 0: 1}",log copy.json,2022-12-18 15:48:04.644141,2022-12-18 15:48:04.644146
log copy.json,"{2: 7, 1: 2, 0: 1}",log copy.json,2022-12-18 15:48:04.656376,2022-12-18 15:48:04.656382
log copy.json,"{2: 7, 1: 2, 0: 1}",log copy.json,2022-12-18 15:48:04.669412,2022-12-18 15:48:04.669419
log copy.json,"{2: 7, 1: 2, 0: 1}",log copy.json,2022-12-18 15:48:04.681228,2022-12-18 15:48:04.681234
log copy.json,"{7: 1, 1: 2, 2: 6, 0: 1}",log copy.json,2022-12-18 15:48:04.693081,2022-12-18 15:48:04.693088
log copy.json,"{7: 2, 1: 2, 2: 5, 0: 1}",log copy.json,2022-12-18 15:48:04.708089,2022-12-18 15:48:04.708095
log copy.json,"{7: 2, 1: 2, 2: 5, 0: 1}",log copy.json,2022-12-18 15:48:04.720159,2022-12-18 15:48:04.720176
log copy.json,"{7: 2, 3: 1, 2: 5, 0: 1, 1: 1}",log copy.json,2022-12-18 15:48:04.731952,2022-12-18 15:48:04.731959
log copy.json,"{7: 2, 3: 2, 2: 4, 1: 2}",log copy.json,2022-12-18 15:48:04.746112,2022-12-18 15:48:04.746154
log copy.json,"{2: 4, 3: 2, 7: 2, 1: 2}",log copy.json,2022-12-18 15:48:04.759602,2022-12-18 15:48:04.759608
log copy.json,"{2: 4, 3: 2, 7: 2, 1: 2}",log copy.json,2022-12-18 15:48:04.773979,2022-12-18 15:48:04.773989
log copy.json,"{2: 4, 3: 2, 7: 2, 1: 2}",log copy.json,2022-12-18 15:48:04.789334,2022-12-18 15:48:04.789342
log copy.json,"{2: 3, 3: 2, 7: 2, 1: 3}",log copy.json,2022-12-18 15:48:04.805322,2022-12-18 15:48:04.805329
log copy.json,"{1: 5, 3: 2, 2: 1, 7: 2}",log copy.json,2022-12-18 15:48:04.821985,2022-12-18 15:48:04.821994
log copy.json,"{1: 5, 3: 2, 2: 1, 7: 2}",log copy.json,2022-12-18 15:48:04.836185,2022-12-18 15:48:04.836192
log copy.json,"{1: 6, 3: 2, 2: 1, 7: 1}",log copy.json,2022-12-18 15:48:04.847320,2022-12-18 15:48:04.847326
log copy.json,"{1: 6, 0: 1, 2: 1, 7: 1, 3: 1}",log copy.json,2022-12-18 15:48:04.859855,2022-12-18 15:48:04.859862
log copy.json,"{1: 6, 0: 1, 2: 1, 7: 1, 3: 1}",log copy.json,2022-12-18 15:48:04.873030,2022-12-18 15:48:04.873035
log copy.json,"{1: 7, 0: 1, 7: 1, 3: 1}",log copy.json,2022-12-18 15:48:04.887714,2022-12-18 15:48:04.887720
log copy.json,"{1: 7, 0: 1, 7: 1, 3: 1}",log copy.json,2022-12-18 15:48:04.899444,2022-12-18 15:48:04.899450
log copy.json,"{1: 6, 3: 2, 7: 1, 0: 1}",log copy.json,2022-12-18 15:48:04.912741,2022-12-18 15:48:04.912750
log copy.json,"{1: 7, 3: 2, 0: 1}",log copy.json,2022-12-18 15:48:04.924605,2022-12-18 15:48:04.924611
log copy.json,"{1: 7, 3: 2, 0: 1}",log copy.json,2022-12-18 15:48:04.935450,2022-12-18 15:48:04.935457
log copy.json,"{1: 7, 3: 2, 0: 1}",log copy.json,2022-12-18 15:48:04.944370,2022-12-18 15:48:04.944376
log copy.json,"{1: 7, 3: 2, 0: 1}",log copy.json,2022-12-18 15:48:04.954780,2022-12-18 15:48:04.954785
log copy.json,"{1: 7, 3: 2, 0: 1}",log copy.json,2022-12-18 15:48:04.964242,2022-12-18 15:48:04.964249
log copy.json,"{1: 6, 3: 2, 0: 2}",log copy.json,2022-12-18 15:48:04.974526,2022-12-18 15:48:04.974532
log copy.json,"{1: 6, 3: 2, 0: 2}",log copy.json,2022-12-18 15:48:04.985215,2022-12-18 15:48:04.985221
log copy.json,"{1: 6, 3: 2, 0: 2}",log copy.json,2022-12-18 15:48:04.996301,2022-12-18 15:48:04.996307
log copy.json,"{1: 6, 3: 2, 0: 2}",log copy.json,2022-12-18 15:48:05.007274,2022-12-18 15:48:05.007279
log copy.json,"{1: 6, 3: 2, 0: 2}",log copy.json,2022-12-18 15:48:05.018409,2022-12-18 15:48:05.018445
log copy.json,"{1: 5, 3: 3, 0: 2}",log copy.json,2022-12-18 15:48:05.028819,2022-12-18 15:48:05.028824
log copy.json,"{1: 5, 3: 3, 0: 2}",log copy.json,2022-12-18 15:48:05.039400,2022-12-18 15:48:05.039405
log copy.json,"{1: 5, 3: 2, 0: 3}",log copy.json,2022-12-18 15:48:05.049258,2022-12-18 15:48:05.049264
log copy.json,"{1: 5, 3: 2, 0: 3}",log copy.json,2022-12-18 15:48:05.058795,2022-12-18 15:48:05.058801
log copy.json,"{1: 5, 3: 2, 0: 3}",log copy.json,2022-12-18 15:48:05.068940,2022-12-18 15:48:05.068946
log copy.json,"{1: 5, 3: 2, 0: 3}",log copy.json,2022-12-18 15:48:05.078396,2022-12-18 15:48:05.078402
log copy.json,"{1: 5, 3: 2, 0: 3}",log copy.json,2022-12-18 15:48:05.088800,2022-12-18 15:48:05.088806
log copy.json,"{1: 5, 3: 2, 0: 3}",log copy.json,2022-12-18 15:48:05.098541,2022-12-18 15:48:05.098547
log copy.json,"{1: 5, 3: 2, 0: 3}",log copy.json,2022-12-18 15:48:05.108394,2022-12-18 15:48:05.108400
log copy.json,"{1: 5, 3: 2, 0: 3}",log copy.json,2022-12-18 15:48:05.118938,2022-12-18 15:48:05.118944
log copy.json,"{1: 5, 3: 2, 0: 3}",log copy.json,2022-12-18 15:48:05.128598,2022-12-18 15:48:05.128603
log copy.json,"{1: 5, 3: 2, 0: 3}",log copy.json,2022-12-18 15:48:05.139913,2022-12-18 15:48:05.139920
log copy.json,"{0: 4, 3: 2, 1: 4}",log copy.json,2022-12-18 15:48:05.151046,2022-12-18 15:48:05.151052
log copy.json,"{0: 4, 3: 2, 1: 4}",log copy.json,2022-12-18 15:48:05.160471,2022-12-18 15:48:05.160476
log copy.json,"{0: 4, 3: 2, 1: 4}",log copy.json,2022-12-18 15:48:05.171173,2022-12-18 15:48:05.171179
log copy.json,"{0: 4, 3: 2, 1: 4}",log copy.json,2022-12-18 15:48:05.180469,2022-12-18 15:48:05.180474
log copy.json,"{0: 4, 3: 2, 1: 4}",log copy.json,2022-12-18 15:48:05.191616,2022-12-18 15:48:05.191621
log copy.json,"{0: 4, 3: 2, 1: 4}",log copy.json,2022-12-18 15:48:05.202305,2022-12-18 15:48:05.202312
log copy.json,"{0: 4, 3: 2, 1: 4}",log copy.json,2022-12-18 15:48:05.213338,2022-12-18 15:48:05.213344
log copy.json,"{0: 4, 3: 2, 1: 4}",log copy.json,2022-12-18 15:48:05.225127,2022-12-18 15:48:05.225131
log copy.json,"{0: 4, 3: 2, 1: 4}",log copy.json,2022-12-18 15:48:05.235670,2022-12-18 15:48:05.235704
log copy.json,"{0: 5, 3: 2, 1: 3}",log copy.json,2022-12-18 15:48:05.246380,2022-12-18 15:48:05.246385
log copy.json,"{0: 6, 3: 2, 1: 2}",log copy.json,2022-12-18 15:48:05.258836,2022-12-18 15:48:05.258842
log copy.json,"{0: 6, 3: 2, 1: 2}",log copy.json,2022-12-18 15:48:05.269681,2022-12-18 15:48:05.269687
log copy.json,"{0: 6, 3: 2, 1: 2}",log copy.json,2022-12-18 15:48:05.278411,2022-12-18 15:48:05.278444
log copy.json,"{0: 6, 3: 2, 1: 2}",log copy.json,2022-12-18 15:48:05.289554,2022-12-18 15:48:05.289559
log copy.json,"{0: 5, 1: 3, 3: 2}",log copy.json,2022-12-18 15:48:05.299289,2022-12-18 15:48:05.299295
log copy.json,"{0: 6, 1: 2, 3: 2}",log copy.json,2022-12-18 15:48:05.308797,2022-12-18 15:48:05.308802
log copy.json,"{0: 6, 1: 2, 3: 2}",log copy.json,2022-12-18 15:48:05.318933,2022-12-18 15:48:05.318938
log copy.json,"{0: 6, 1: 2, 3: 2}",log copy.json,2022-12-18 15:48:05.328957,2022-12-18 15:48:05.328963
log copy.json,"{0: 6, 1: 2, 3: 2}",log copy.json,2022-12-18 15:48:05.339664,2022-12-18 15:48:05.339669
log copy.json,"{3: 3, 1: 2, 0: 5}",log copy.json,2022-12-18 15:48:05.348785,2022-12-18 15:48:05.348791
log copy.json,"{3: 3, 1: 2, 0: 5}",log copy.json,2022-12-18 15:48:05.358939,2022-12-18 15:48:05.358945
log copy.json,"{3: 3, 1: 2, 0: 5}",log copy.json,2022-12-18 15:48:05.369129,2022-12-18 15:48:05.369135
log copy.json,"{3: 3, 1: 2, 0: 5}",log copy.json,2022-12-18 15:48:05.379470,2022-12-18 15:48:05.379475
log copy.json,"{3: 3, 1: 1, 0: 6}",log copy.json,2022-12-18 15:48:05.390133,2022-12-18 15:48:05.390139
log copy.json,"{3: 4, 1: 1, 0: 5}",log copy.json,2022-12-18 15:48:05.399819,2022-12-18 15:48:05.399824
log copy.json,"{3: 5, 1: 1, 0: 4}",log copy.json,2022-12-18 15:48:05.411019,2022-12-18 15:48:05.411046
log copy.json,"{3: 5, 1: 1, 0: 4}",log copy.json,2022-12-18 15:48:05.422198,2022-12-18 15:48:05.422205
log copy.json,"{3: 5, 1: 1, 0: 4}",log copy.json,2022-12-18 15:48:05.432988,2022-12-18 15:48:05.433032
log copy.json,"{3: 5, 1: 1, 0: 4}",log copy.json,2022-12-18 15:48:05.442510,2022-12-18 15:48:05.442515
log copy.json,"{3: 7, 1: 1, 0: 2}",log copy.json,2022-12-18 15:48:05.453058,2022-12-18 15:48:05.453064
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.462140,2022-12-18 15:48:05.462146
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.472664,2022-12-18 15:48:05.472696
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.481272,2022-12-18 15:48:05.481278
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.491182,2022-12-18 15:48:05.491188
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.501471,2022-12-18 15:48:05.501477
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.510789,2022-12-18 15:48:05.510795
log copy.json,"{3: 9, 1: 1}",log copy.json,2022-12-18 15:48:05.521463,2022-12-18 15:48:05.521469
log copy.json,"{3: 9, 1: 1}",log copy.json,2022-12-18 15:48:05.532445,2022-12-18 15:48:05.532451
log copy.json,"{3: 9, 1: 1}",log copy.json,2022-12-18 15:48:05.542571,2022-12-18 15:48:05.542577
log copy.json,"{3: 9, 1: 1}",log copy.json,2022-12-18 15:48:05.553588,2022-12-18 15:48:05.553595
log copy.json,"{3: 9, 1: 1}",log copy.json,2022-12-18 15:48:05.564195,2022-12-18 15:48:05.564201
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.574310,2022-12-18 15:48:05.574315
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.586285,2022-12-18 15:48:05.586291
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.596433,2022-12-18 15:48:05.596438
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.608299,2022-12-18 15:48:05.608305
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.620530,2022-12-18 15:48:05.620535
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.641237,2022-12-18 15:48:05.641244
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.658396,2022-12-18 15:48:05.658402
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.671604,2022-12-18 15:48:05.671610
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.680561,2022-12-18 15:48:05.680567
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.692558,2022-12-18 15:48:05.692564
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.704842,2022-12-18 15:48:05.704873
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.718599,2022-12-18 15:48:05.718605
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.729828,2022-12-18 15:48:05.729834
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.742402,2022-12-18 15:48:05.742408
log copy.json,"{3: 8, 1: 1, 0: 1}",log copy.json,2022-12-18 15:48:05.757043,2022-12-18 15:48:05.757050
log copy.json,"{3: 9, 0: 1}",log copy.json,2022-12-18 15:48:05.772411,2022-12-18 15:48:05.772416
log copy.json,"{3: 9, 0: 1}",log copy.json,2022-12-18 15:48:05.785138,2022-12-18 15:48:05.785145
log copy.json,"{3: 9, 0: 1}",log copy.json,2022-12-18 15:48:05.795965,2022-12-18 15:48:05.795996
log copy.json,"{3: 9, 0: 1}",log copy.json,2022-12-18 15:48:05.808323,2022-12-18 15:48:05.808329
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.819951,2022-12-18 15:48:05.819957
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.833167,2022-12-18 15:48:05.833173
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.844112,2022-12-18 15:48:05.844118
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.856752,2022-12-18 15:48:05.856758
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.866551,2022-12-18 15:48:05.866570
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.876460,2022-12-18 15:48:05.876466
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.888621,2022-12-18 15:48:05.888626
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.899450,2022-12-18 15:48:05.899455
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.909247,2022-12-18 15:48:05.909253
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.920119,2022-12-18 15:48:05.920126
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.929724,2022-12-18 15:48:05.929729
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.940338,2022-12-18 15:48:05.940343
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.950833,2022-12-18 15:48:05.950839
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.959737,2022-12-18 15:48:05.959743
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.970630,2022-12-18 15:48:05.970636
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.979727,2022-12-18 15:48:05.979733
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.989601,2022-12-18 15:48:05.989606
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:05.999242,2022-12-18 15:48:05.999248
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.010025,2022-12-18 15:48:06.010031
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.020266,2022-12-18 15:48:06.020272
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.028907,2022-12-18 15:48:06.028913
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.040914,2022-12-18 15:48:06.040919
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.051353,2022-12-18 15:48:06.051359
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.060771,2022-12-18 15:48:06.060777
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.071104,2022-12-18 15:48:06.071109
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.080706,2022-12-18 15:48:06.080712
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.089691,2022-12-18 15:48:06.089722
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.100308,2022-12-18 15:48:06.100314
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.109167,2022-12-18 15:48:06.109173
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.118931,2022-12-18 15:48:06.118937
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.126776,2022-12-18 15:48:06.126781
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.137821,2022-12-18 15:48:06.137827
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.145975,2022-12-18 15:48:06.145982
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.156012,2022-12-18 15:48:06.156017
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.165560,2022-12-18 15:48:06.165568
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.174475,2022-12-18 15:48:06.174480
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.184619,2022-12-18 15:48:06.184624
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.192699,2022-12-18 15:48:06.192704
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.202794,2022-12-18 15:48:06.202800
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.210783,2022-12-18 15:48:06.210788
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.221164,2022-12-18 15:48:06.221170
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.229586,2022-12-18 15:48:06.229591
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.238601,2022-12-18 15:48:06.238606
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.249453,2022-12-18 15:48:06.249459
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.259556,2022-12-18 15:48:06.259562
log copy.json,{3: 10},log copy.json,2022-12-18 15:48:06.270905,2022-12-18 15:48:06.270910
log copy.json,"{3: 9, 1: 1}",log copy.json,2022-12-18 15:48:06.280010,2022-12-18 15:48:06.280016
log copy.json,"{3: 8, 1: 2}",log copy.json,2022-12-18 15:48:06.289844,2022-12-18 15:48:06.289849
log copy.json,"{3: 8, 1: 2}",log copy.json,2022-12-18 15:48:06.299665,2022-12-18 15:48:06.299671
log copy.json,"{3: 8, 1: 2}",log copy.json,2022-12-18 15:48:06.308253,2022-12-18 15:48:06.308258
