case-240233b5-7f84-47ff-8ec2-b78894649a58, Not a test/submit , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932716577 , 1632932716578
case-240233b5-7f84-47ff-8ec2-b78894649a58, Put semaphore  in Zone A, 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932863767 , 1632932863768
case-240233b5-7f84-47ff-8ec2-b78894649a58, failure/TEST , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932871596 , 1632932871597
case-240233b5-7f84-47ff-8ec2-b78894649a58, Put signal  in Zone J, 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932886527 , 1632932886528
case-240233b5-7f84-47ff-8ec2-b78894649a58, JY, 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932889999 , 1632932890000
case-240233b5-7f84-47ff-8ec2-b78894649a58, failure/TEST , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932905898 , 1632932905899
case-240233b5-7f84-47ff-8ec2-b78894649a58, semaphore (aaaaem) removed from A , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932932587 , 1632932932588
case-240233b5-7f84-47ff-8ec2-b78894649a58, semaphore (aaaaem) added in A , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932932587 , 1632932932588
case-240233b5-7f84-47ff-8ec2-b78894649a58, Put semaphore  in Zone J, 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932948959 , 1632932948960
case-240233b5-7f84-47ff-8ec2-b78894649a58, semaphore (aaaaem) removed from A , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932954863 , 1632932954864
case-240233b5-7f84-47ff-8ec2-b78894649a58, semaphore (aaaaem) added in A , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932954863 , 1632932954864
case-240233b5-7f84-47ff-8ec2-b78894649a58, semaphore (aaaaem) Toggled , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932954866 , 1632932954867
case-240233b5-7f84-47ff-8ec2-b78894649a58, signal (aaaaen) removed from J , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932958488 , 1632932958489
case-240233b5-7f84-47ff-8ec2-b78894649a58, signal (aaaaen) added in D , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932958488 , 1632932958489
case-240233b5-7f84-47ff-8ec2-b78894649a58, Put signal  in Zone F, 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932962087 , 1632932962088
case-240233b5-7f84-47ff-8ec2-b78894649a58, FY, 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932968173 , 1632932968174
case-240233b5-7f84-47ff-8ec2-b78894649a58, semaphore (aaaaeq) removed from J , 240233b5-7f84-47ff-8ec2-b78894649a58 , 1632932998392 , 1632932998393
